https://schema.org/name,https://code4fukui.github.io/rdf/#rows,https://code4fukui.github.io/rdf/#consonant,https://code4fukui.github.io/rdf/#hiragana,https://code4fukui.github.io/rdf/#type_of_trash,https://code4fukui.github.io/rdf/#day,https://schema.org/Comment,https://code4fukui.github.io/rdf/#echizen_city_area
高瀬一丁目,た,た,たかせ１,不燃ごみ,第２，４水,,西
高瀬一丁目,た,た,たかせ１,かん、びん、ペット、有害、スプレーかん,第１，３火,,西
高瀬二丁目,た,た,たかせ２,可燃ごみ,毎週火・金,,西
高瀬二丁目,た,た,たかせ２,プラ容器,水,,西
高瀬二丁目,た,た,たかせ２,不燃ごみ,第２，４水,,西
高瀬二丁目,た,た,たかせ２,かん、びん、ペット、有害、スプレーかん,第１，３火,,西
高森町,た,た,たかもり,可燃ごみ,毎週月・木,,大虫
高森町,た,た,たかもり,プラ容器,水,,大虫
高森町,た,た,たかもり,不燃ごみ,第２，４水,,大虫
高森町,た,た,たかもり,かん、びん、ペット、有害、スプレーかん,第２，４木,,大虫
武生柳町,た,た,たけふやなぎ,可燃ごみ,毎週火・金,,南
武生柳町,た,た,たけふやなぎ,プラ容器,水,,南
武生柳町,た,た,たけふやなぎ,不燃ごみ,第２，４水,,南
武生柳町,た,た,たけふやなぎ,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
中央一丁目,た,ち,ちゅうおう１,可燃ごみ,毎週火・金,,西
中央一丁目,た,ち,ちゅうおう１,プラ容器,水,,西
中央一丁目,た,ち,ちゅうおう１,不燃ごみ,第２，４水,,西
中央一丁目,た,ち,ちゅうおう１,かん、びん、ペット、有害、スプレーかん,第２，４木,,西
中央二丁目,た,ち,ちゅうおう２,可燃ごみ,毎週月・木,,西
中央二丁目,た,ち,ちゅうおう２,プラ容器,月,,西
中央二丁目,た,ち,ちゅうおう２,不燃ごみ,第２，４月,,西
中央二丁目,た,ち,ちゅうおう２,かん、びん、ペット、有害、スプレーかん,第２，４月,,西
長五町,た,ち,ちょうご,可燃ごみ,毎週火・金,,岡本
長五町,た,ち,ちょうご,プラ容器,水,,岡本
長五町,た,ち,ちょうご,不燃ごみ,第２，４木,,岡本
長五町,た,ち,ちょうご,かん、びん、ペット、有害、スプレーかん,第１，３木,,岡本
塚町,た,つ,つか,可燃ごみ,毎週火・金,,国高
塚町,た,つ,つか,プラ容器,水,,国高
塚町,た,つ,つか,不燃ごみ,第２，４水,,国高
塚町,た,つ,つか,かん、びん、ペット、有害、スプレーかん,第１，３木,,国高
塚原町,た,つ,つかばら,可燃ごみ,毎週月・木,,王子保
塚原町,た,つ,つかばら,プラ容器,水,,王子保
塚原町,た,つ,つかばら,不燃ごみ,第２，４水,,王子保
塚原町,た,つ,つかばら,かん、びん、ペット、有害、スプレーかん,第１，３金,,王子保
月見町,た,つ,つきみ,可燃ごみ,毎週火・金,,南
月見町,た,つ,つきみ,プラ容器,水,,南
月見町,た,つ,つきみ,不燃ごみ,第２，４水,,南
月見町,た,つ,つきみ,かん、びん、ペット、有害、スプレーかん,第２，４火,,南
土山小谷町,た,つ,つちやまこだに,可燃ごみ,毎週火・金,,白山
土山小谷町,た,つ,つちやまこだに,プラ容器,月,,白山
土山小谷町,た,つ,つちやまこだに,不燃ごみ,第２，４月,,白山
土山小谷町,た,つ,つちやまこだに,かん、びん、ペット、有害、スプレーかん,第２，４月,,白山
常久町,た,つ,つねひさ,可燃ごみ,毎週火・金,,南
常久町,た,つ,つねひさ,プラ容器,木,,南
常久町,た,つ,つねひさ,不燃ごみ,第２，４木,,南
常久町,た,つ,つねひさ,かん、びん、ペット、有害、スプレーかん,第２，４火,,南
常久団地,た,つ,つねひさだんち,可燃ごみ,毎週火・金,,南
常久団地,た,つ,つねひさだんち,プラ容器,木,,南
常久団地,た,つ,つねひさだんち,不燃ごみ,第２，４木,,南
常久団地,た,つ,つねひさだんち,かん、びん、ペット、有害、スプレーかん,第１，３火,,南
寺池町,た,て,てらじ,可燃ごみ,毎週月・木,,服間
寺池町,た,て,てらじ,プラ容器,水,,服間
寺池町,た,て,てらじ,不燃ごみ,第２，４月,,服間
寺池町,た,て,てらじ,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
天王町,た,て,てんのう,可燃ごみ,毎週火・金,,東
天王町,た,て,てんのう,プラ容器,木,,東
天王町,た,て,てんのう,不燃ごみ,第２，４木,,東
天王町,た,て,てんのう,かん、びん、ペット、有害、スプレーかん,第２，４木,,東
徳間町,た,と,とくま,可燃ごみ,毎週月・木,,味真野
徳間町,た,と,とくま,プラ容器,水,,味真野
徳間町,た,と,とくま,不燃ごみ,第２，４水,,味真野
徳間町,た,と,とくま,かん、びん、ペット、有害、スプレーかん,第１，３水,,味真野
戸谷町,た,と,とたに,可燃ごみ,毎週火・金,,北新庄
戸谷町,た,と,とたに,プラ容器,月,,北新庄
戸谷町,た,と,とたに,不燃ごみ,第２，４月,,北新庄
戸谷町,た,と,とたに,かん、びん、ペット、有害、スプレーかん,第１，３月,,北新庄
轟井町,た,と,とどろい,可燃ごみ,毎週火・金,,岡本
轟井町,た,と,とどろい,プラ容器,水,,岡本
轟井町,た,と,とどろい,不燃ごみ,第２，４木,,岡本
轟井町,た,と,とどろい,かん、びん、ペット、有害、スプレーかん,第１，３木,,岡本
殿町,た,と,との,可燃ごみ,毎週月・木,,服間
殿町,た,と,との,プラ容器,水,,服間
殿町,た,と,との,不燃ごみ,第２，４月,,服間
殿町,た,と,との,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
都辺町,た,と,とべ,可燃ごみ,毎週火・金,,白山
都辺町,た,と,とべ,プラ容器,月,,白山
都辺町,た,と,とべ,不燃ごみ,第２，４月,,白山
都辺町,た,と,とべ,かん、びん、ペット、有害、スプレーかん,第２，４月,,白山
問屋町,た,と,とんやまち,可燃ごみ,毎週火・金,,北日野
問屋町,た,と,とんやまち,プラ容器,月,,北日野
問屋町,た,と,とんやまち,不燃ごみ,第２，４月,,北日野
問屋町,た,と,とんやまち,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
中居町,な,な,なかい,可燃ごみ,毎週月・木,,味真野
中居町,な,な,なかい,プラ容器,木,,味真野
中居町,な,な,なかい,不燃ごみ,第２，４木,,味真野
中居町,な,な,なかい,かん、びん、ペット、有害、スプレーかん,第１，３火,,味真野
中印町,な,な,なかいん,可燃ごみ,毎週火・金,,岡本
中印町,な,な,なかいん,プラ容器,水,,岡本
中印町,な,な,なかいん,不燃ごみ,第２，４木,,岡本
中印町,な,な,なかいん,かん、びん、ペット、有害、スプレーかん,第１，３木,,岡本
中新庄町,な,な,なかしんじょう,可燃ごみ,毎週火・金,,北新庄
中新庄町,な,な,なかしんじょう,プラ容器,月,,北新庄
中新庄町,な,な,なかしんじょう,不燃ごみ,第２，４月,,北新庄
中新庄町,な,な,なかしんじょう,かん、びん、ペット、有害、スプレーかん,第１，３月,,北新庄
中津原町,な,な,なかつはら,可燃ごみ,毎週火・金,,坂口
中津原町,な,な,なかつはら,プラ容器,木,,坂口
中津原町,な,な,なかつはら,不燃ごみ,第２，４木,,坂口
中津原町,な,な,なかつはら,かん、びん、ペット、有害、スプレーかん,第２，４金,,坂口
中津山町,な,な,なかつやま,可燃ごみ,毎週火・金,,南中山
中津山町,な,な,なかつやま,プラ容器,水,,南中山
中津山町,な,な,なかつやま,不燃ごみ,第２，４火,,南中山
中津山町,な,な,なかつやま,かん、びん、ペット、有害、スプレーかん,第１，３火,,南中山
中野町,な,な,なかの,可燃ごみ,毎週火・金,,白山
中野町,な,な,なかの,プラ容器,月,,白山
中野町,な,な,なかの,不燃ごみ,第２，４月,,白山
中野町,な,な,なかの,かん、びん、ペット、有害、スプレーかん,第２，４月,,白山
中平吹町,な,な,なかひらぶき,可燃ごみ,毎週月・木,,王子保
中平吹町,な,な,なかひらぶき,プラ容器,木,,王子保
中平吹町,な,な,なかひらぶき,不燃ごみ,第２，４木,,王子保
中平吹町,な,な,なかひらぶき,かん、びん、ペット、有害、スプレーかん,第１，３金,,王子保
仲山,な,な,なかやま,可燃ごみ,毎週火・金,,南中山
仲山,な,な,なかやま,プラ容器,水,,南中山
仲山,な,な,なかやま,不燃ごみ,第２，４火,,南中山
仲山,な,な,なかやま,かん、びん、ペット、有害、スプレーかん,第１，３火,,南中山
中山町,な,な,なかやま,可燃ごみ,毎週火・金,,坂口
中山町,な,な,なかやま,プラ容器,木,,坂口
中山町,な,な,なかやま,不燃ごみ,第２，４木,,坂口
中山町,な,な,なかやま,かん、びん、ペット、有害、スプレーかん,第２，４金,,坂口
長尾町,な,な,ながお,可燃ごみ,毎週火・金,,北新庄
長尾町,な,な,ながお,プラ容器,月,,北新庄
長尾町,な,な,ながお,不燃ごみ,第２，４月,,北新庄
長尾町,な,な,ながお,かん、びん、ペット、有害、スプレーかん,第１，３月,,北新庄
長谷町,な,な,ながたに,可燃ごみ,毎週月・木,,服間
長谷町,な,な,ながたに,プラ容器,水,,服間
長谷町,な,な,ながたに,不燃ごみ,第２，４月,,服間
長谷町,な,な,ながたに,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
長土呂町,な,な,ながとろ,可燃ごみ,毎週火・金,,国高
長土呂町,な,な,ながとろ,プラ容器,水,,国高
長土呂町,な,な,ながとろ,不燃ごみ,第２，４水,,国高
長土呂町,な,な,ながとろ,かん、びん、ペット、有害、スプレーかん,第１，３水,,国高
波垣町,な,な,なみがき,可燃ごみ,毎週月・木,,服間
波垣町,な,な,なみがき,プラ容器,水,,服間
波垣町,な,な,なみがき,不燃ごみ,第２，４月,,服間
波垣町,な,な,なみがき,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
畷町,な,な,なわて,可燃ごみ,毎週火・金,,南
畷町,な,な,なわて,プラ容器,木,,南
畷町,な,な,なわて,不燃ごみ,第２，４木,,南
畷町,な,な,なわて,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
二階堂町,な,に,にかいどう,可燃ごみ,毎週火・金,,白山
二階堂町,な,に,にかいどう,プラ容器,月,,白山
二階堂町,な,に,にかいどう,不燃ごみ,第２，４月,,白山
二階堂町,な,に,にかいどう,かん、びん、ペット、有害、スプレーかん,第２，４月,,白山
西尾町,な,に,にしお,可燃ごみ,毎週火・金,,北日野
西尾町,な,に,にしお,プラ容器,水,,北日野
西尾町,な,に,にしお,不燃ごみ,第２，４水,,北日野
西尾町,な,に,にしお,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
西樫尾町,な,に,にしかしお,可燃ごみ,毎週月・木,,粟田部
西樫尾町,な,に,にしかしお,プラ容器,水,,粟田部
西樫尾町,な,に,にしかしお,不燃ごみ,第２，４金,,粟田部
西樫尾町,な,に,にしかしお,かん、びん、ペット、有害、スプレーかん,第１，３金,,粟田部
錦町,な,に,にしき,可燃ごみ,毎週月・木,,東
錦町,な,に,にしき,プラ容器,火,,東
錦町,な,に,にしき,不燃ごみ,第２，４火,,東
錦町,な,に,にしき,かん、びん、ペット、有害、スプレーかん,第２，４火,,東
西河内町,な,に,にしこうち,可燃ごみ,毎週月・木,,服間
西河内町,な,に,にしこうち,プラ容器,水,,服間
西河内町,な,に,にしこうち,不燃ごみ,第２，４月,,服間
西河内町,な,に,にしこうち,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
西庄境町,な,に,にししょうざかい,可燃ごみ,毎週火・金,,南中山
西庄境町,な,に,にししょうざかい,プラ容器,水,,南中山
西庄境町,な,に,にししょうざかい,不燃ごみ,第２，４火,,南中山
西庄境町,な,に,にししょうざかい,かん、びん、ペット、有害、スプレーかん,第１，３火,,南中山
西谷町,な,に,にしたに,可燃ごみ,毎週火・金,,北日野
西谷町,な,に,にしたに,プラ容器,月,,北日野
西谷町,な,に,にしたに,不燃ごみ,第２，４月,,北日野
西谷町,な,に,にしたに,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
丹生郷町,な,に,にゅうのごう,可燃ごみ,毎週月・木,,大虫
丹生郷町,な,に,にゅうのごう,プラ容器,水,,大虫
丹生郷町,な,に,にゅうのごう,不燃ごみ,第２，４水,,大虫
丹生郷町,な,に,にゅうのごう,かん、びん、ペット、有害、スプレーかん,第２，４木,,大虫
野岡町,な,の,のおか,可燃ごみ,毎週火・金,,南中山
野岡町,な,の,のおか,プラ容器,水,,南中山
野岡町,な,の,のおか,不燃ごみ,第２，４火,,南中山
野岡町,な,の,のおか,かん、びん、ペット、有害、スプレーかん,第１，３火,,南中山
野上町,な,の,のがみ,可燃ごみ,毎週火・金,,西
野上町,な,の,のがみ,プラ容器,水,,西
野上町,な,の,のがみ,不燃ごみ,第２，４水,,西
野上町,な,の,のがみ,かん、びん、ペット、有害、スプレーかん,第１，３金,,西
萩原町,は,は,はぎわら,可燃ごみ,毎週火・金,,白山
萩原町,は,は,はぎわら,プラ容器,月,,白山
萩原町,は,は,はぎわら,不燃ごみ,第２，４月,,白山
萩原町,は,は,はぎわら,かん、びん、ペット、有害、スプレーかん,第２，４月,,白山
余田町,は,は,はぐり,可燃ごみ,毎週月・木,,吉野
余田町,は,は,はぐり,プラ容器,木,,吉野
余田町,は,は,はぐり,不燃ごみ,第２，４木,,吉野
余田町,は,は,はぐり,かん、びん、ペット、有害、スプレーかん,第２，４水,,吉野
畑町,は,は,はた,可燃ごみ,毎週火・金,,北日野
畑町,は,は,はた,プラ容器,月,,北日野
畑町,は,は,はた,不燃ごみ,第２，４月,,北日野
畑町,は,は,はた,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
八石町,は,は,はちこく,可燃ごみ,毎週火・金,,岡本
八石町,は,は,はちこく,プラ容器,水,,岡本
八石町,は,は,はちこく,不燃ごみ,第２，４木,,岡本
八石町,は,は,はちこく,かん、びん、ペット、有害、スプレーかん,第１，３木,,岡本
八幡一丁目,は,は,はちまん１,可燃ごみ,毎週火・金,,国高
八幡一丁目,は,は,はちまん１,プラ容器,水,,国高
八幡一丁目,は,は,はちまん１,不燃ごみ,第２，４水,,国高
八幡一丁目,は,は,はちまん１,かん、びん、ペット、有害、スプレーかん,第１，３水,,国高
八幡二丁目,は,は,はちまん２,可燃ごみ,毎週火・金,,国高
八幡二丁目,は,は,はちまん２,プラ容器,水,,国高
八幡二丁目,は,は,はちまん２,不燃ごみ,第２，４水,,国高
八幡二丁目,は,は,はちまん２,かん、びん、ペット、有害、スプレーかん,第１，３水,,国高
春山町,は,は,はるやま,可燃ごみ,毎週月・木,,服間
春山町,は,は,はるやま,プラ容器,水,,服間
春山町,は,は,はるやま,不燃ごみ,第２，４月,,服間
春山町,は,は,はるやま,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
馬上免町,は,ば,ばじょうめ,可燃ごみ,毎週火・金,,国高
馬上免町,は,ば,ばじょうめ,プラ容器,木,,国高
馬上免町,は,ば,ばじょうめ,不燃ごみ,第２，４木,,国高
馬上免町,は,ば,ばじょうめ,かん、びん、ペット、有害、スプレーかん,第１，３水,,国高
万代町,は,ば,ばんだい,可燃ごみ,毎週月・木,,東
万代町,は,ば,ばんだい,プラ容器,火,,東
万代町,は,ば,ばんだい,不燃ごみ,第２，４火,,東
万代町,は,ば,ばんだい,かん、びん、ペット、有害、スプレーかん,第２，４火,,東
桧尾谷町,は,ひ,ひおだに,可燃ごみ,毎週月・木,,味真野
桧尾谷町,は,ひ,ひおだに,プラ容器,木,,味真野
桧尾谷町,は,ひ,ひおだに,不燃ごみ,第２，４木,,味真野
桧尾谷町,は,ひ,ひおだに,かん、びん、ペット、有害、スプレーかん,第１，３火,,味真野
東樫尾町,は,ひ,ひがしかしお,可燃ごみ,毎週月・木,,服間
東樫尾町,は,ひ,ひがしかしお,プラ容器,水,,服間
東樫尾町,は,ひ,ひがしかしお,不燃ごみ,第２，４月,,服間
東樫尾町,は,ひ,ひがしかしお,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
東庄境町,は,ひ,ひがししょうざかい,可燃ごみ,毎週火・金,,南中山
東庄境町,は,ひ,ひがししょうざかい,プラ容器,水,,南中山
東庄境町,は,ひ,ひがししょうざかい,不燃ごみ,第２，４火,,南中山
東庄境町,は,ひ,ひがししょうざかい,かん、びん、ペット、有害、スプレーかん,第１，３火,,南中山
東千福町,は,ひ,ひがしせんぷく,可燃ごみ,毎週火・金,,南
東千福町,は,ひ,ひがしせんぷく,プラ容器,水,,南
東千福町,は,ひ,ひがしせんぷく,不燃ごみ,第２，４水,,南
東千福町,は,ひ,ひがしせんぷく,かん、びん、ペット、有害、スプレーかん,第１，３火,,南
氷坂町,は,ひ,ひさか,可燃ごみ,毎週月・木,,吉野
氷坂町,は,ひ,ひさか,プラ容器,木,,吉野
氷坂町,は,ひ,ひさか,不燃ごみ,第２，４木,,吉野
氷坂町,は,ひ,ひさか,かん、びん、ペット、有害、スプレーかん,第２，４水,,吉野
日野美一丁目,は,ひ,ひのみ１,可燃ごみ,毎週火・金,,西
日野美一丁目,は,ひ,ひのみ１,プラ容器,水,,西
日野美一丁目,は,ひ,ひのみ１,不燃ごみ,第２，４水,,西
日野美一丁目,は,ひ,ひのみ１,かん、びん、ペット、有害、スプレーかん,第２，４木,,西
日野美二丁目,は,ひ,ひのみ２,可燃ごみ,毎週火・金,,西
日野美二丁目,は,ひ,ひのみ２,プラ容器,水,,西
日野美二丁目,は,ひ,ひのみ２,不燃ごみ,第２，４水,,西
日野美二丁目,は,ひ,ひのみ２,かん、びん、ペット、有害、スプレーかん,第２，４木,,西
姫川一丁目,は,ひ,ひめかわ１,可燃ごみ,毎週火・金,,南
姫川一丁目,は,ひ,ひめかわ１,プラ容器,木,,南
姫川一丁目,は,ひ,ひめかわ１,不燃ごみ,第２，４木,,南
姫川一丁目,は,ひ,ひめかわ１,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
姫川二丁目,は,ひ,ひめかわ２,可燃ごみ,毎週火・金,,南
姫川二丁目,は,ひ,ひめかわ２,プラ容器,木,,南
姫川二丁目,は,ひ,ひめかわ２,不燃ごみ,第２，４木,,南
姫川二丁目,は,ひ,ひめかわ２,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
平出一丁目,は,ひ,ひらいで１,可燃ごみ,毎週月・木,,南
平出一丁目,は,ひ,ひらいで１,プラ容器,月,,南
平出一丁目,は,ひ,ひらいで１,不燃ごみ,第２，４月,,南
平出一丁目,は,ひ,ひらいで１,かん、びん、ペット、有害、スプレーかん,第２，４月,,南
平出二丁目,は,ひ,ひらいで２,可燃ごみ,毎週火・金,,南
平出二丁目,は,ひ,ひらいで２,プラ容器,月,,南
平出二丁目,は,ひ,ひらいで２,不燃ごみ,第２，４月,,南
平出二丁目,は,ひ,ひらいで２,かん、びん、ペット、有害、スプレーかん,第２，４月,,南
平出三丁目,は,ひ,ひらいで３,可燃ごみ,毎週火・金,,南
平出三丁目,は,ひ,ひらいで３,プラ容器,月,,南
平出三丁目,は,ひ,ひらいで３,不燃ごみ,第２，４月,,南
平出三丁目,は,ひ,ひらいで３,かん、びん、ペット、有害、スプレーかん,第２，４月,,南
平林町,は,ひ,ひらばやし,可燃ごみ,毎週火・金,,北日野
平林町,は,ひ,ひらばやし,プラ容器,水,,北日野
平林町,は,ひ,ひらばやし,不燃ごみ,第２，４水,,北日野
平林町,は,ひ,ひらばやし,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
広瀬町,は,ひ,ひろせ,可燃ごみ,毎週月・木,,神山
広瀬町,は,ひ,ひろせ,プラ容器,月,,神山
広瀬町,は,ひ,ひろせ,不燃ごみ,第２，４月,,神山
広瀬町,は,ひ,ひろせ,かん、びん、ペット、有害、スプレーかん,第１，３木,,神山
広瀬ひばりヶ丘,は,ひ,ひろせひばりがおか,可燃ごみ,毎週月・木,,神山
広瀬ひばりヶ丘,は,ひ,ひろせひばりがおか,プラ容器,月,,神山
広瀬ひばりヶ丘,は,ひ,ひろせひばりがおか,不燃ごみ,第２，４月,,神山
広瀬ひばりヶ丘,は,ひ,ひろせひばりがおか,かん、びん、ペット、有害、スプレーかん,第１，３木,,神山
深草一丁目,は,ふ,ふかくさ１,可燃ごみ,毎週月・木,,西
深草一丁目,は,ふ,ふかくさ１,プラ容器,月,,西
深草一丁目,は,ふ,ふかくさ１,不燃ごみ,第２，４月,,西
深草一丁目,は,ふ,ふかくさ１,かん、びん、ペット、有害、スプレーかん,第２，４月,,西
深草二丁目,は,ふ,ふかくさ２,可燃ごみ,毎週月・木,,西
深草二丁目,は,ふ,ふかくさ２,プラ容器,月,,西
深草二丁目,は,ふ,ふかくさ２,不燃ごみ,第２，４月,,西
深草二丁目,は,ふ,ふかくさ２,かん、びん、ペット、有害、スプレーかん,第２，４月,,西
藤木町,は,ふ,ふじのき,可燃ごみ,毎週月・木,,服間
藤木町,は,ふ,ふじのき,プラ容器,水,,服間
藤木町,は,ふ,ふじのき,不燃ごみ,第２，４月,,服間
藤木町,は,ふ,ふじのき,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
富士見が丘一丁目,は,ふ,ふじみがおか１,可燃ごみ,毎週月・木,,王子保
富士見が丘一丁目,は,ふ,ふじみがおか１,プラ容器,水,,王子保
富士見が丘一丁目,は,ふ,ふじみがおか１,不燃ごみ,第２，４水,,王子保
富士見が丘一丁目,は,ふ,ふじみがおか１,かん、びん、ペット、有害、スプレーかん,第２，４火,,王子保
富士見が丘二丁目,は,ふ,ふじみがおか２,可燃ごみ,毎週月・木,,王子保
富士見が丘二丁目,は,ふ,ふじみがおか２,プラ容器,水,,王子保
富士見が丘二丁目,は,ふ,ふじみがおか２,不燃ごみ,第２，４水,,王子保
富士見が丘二丁目,は,ふ,ふじみがおか２,かん、びん、ペット、有害、スプレーかん,第２，４火,,王子保
富士見台,は,ふ,ふじみだい,可燃ごみ,毎週火・金,,王子保
富士見台,は,ふ,ふじみだい,プラ容器,水,,王子保
富士見台,は,ふ,ふじみだい,不燃ごみ,第２，４火,,王子保
富士見台,は,ふ,ふじみだい,かん、びん、ペット、有害、スプレーかん,第１，３火,,王子保
府中一丁目,は,ふ,ふちゅう１,可燃ごみ,毎週月・木,,東
府中一丁目,は,ふ,ふちゅう１,プラ容器,火,,東
府中一丁目,は,ふ,ふちゅう１,不燃ごみ,第２，４火,,東
府中一丁目,は,ふ,ふちゅう１,かん、びん、ペット、有害、スプレーかん,第２，４火,,東
府中一丁目 （県道小曽原・武生線沿）,は,ふ,ふちゅう１,可燃ごみ,毎週火・金,,東
府中一丁目 （県道小曽原・武生線沿）,は,ふ,ふちゅう１,プラ容器,火,,東
府中一丁目 （県道小曽原・武生線沿）,は,ふ,ふちゅう１,不燃ごみ,第２，４火,,東
府中一丁目 （県道小曽原・武生線沿）,は,ふ,ふちゅう１,かん、びん、ペット、有害、スプレーかん,第２，４火,,東
府中二丁目,は,ふ,ふちゅう２,可燃ごみ,毎週月・木,,東
府中二丁目,は,ふ,ふちゅう２,プラ容器,火,,東
府中二丁目,は,ふ,ふちゅう２,不燃ごみ,第２，４火,,東
府中二丁目,は,ふ,ふちゅう２,かん、びん、ペット、有害、スプレーかん,第２，４火,,東
府中三丁目,は,ふ,ふちゅう３,可燃ごみ,毎週月・木,,東
府中三丁目,は,ふ,ふちゅう３,プラ容器,火,,東
府中三丁目,は,ふ,ふちゅう３,不燃ごみ,第２，４火,,東
府中三丁目,は,ふ,ふちゅう３,かん、びん、ペット、有害、スプレーかん,第２，４水,,東
文室町,は,ふ,ふむろ,可燃ごみ,毎週月・木,,味真野
文室町,は,ふ,ふむろ,プラ容器,木,,味真野
文室町,は,ふ,ふむろ,不燃ごみ,第２，４木,,味真野
文室町,は,ふ,ふむろ,かん、びん、ペット、有害、スプレーかん,第１，３火,,味真野
文京一丁目,は,ぶ,ぶんきょう１,可燃ごみ,毎週火・金,,南
文京一丁目,は,ぶ,ぶんきょう１,プラ容器,水,,南
文京一丁目,は,ぶ,ぶんきょう１,不燃ごみ,第２，４水,,南
文京一丁目,は,ぶ,ぶんきょう１,かん、びん、ペット、有害、スプレーかん,第１，３火,,南
文京二丁目,は,ぶ,ぶんきょう２,可燃ごみ,毎週火・金,,南
文京二丁目,は,ぶ,ぶんきょう２,プラ容器,水,,南
文京二丁目,は,ぶ,ぶんきょう２,不燃ごみ,第２，４水,,南
文京二丁目,は,ぶ,ぶんきょう２,かん、びん、ペット、有害、スプレーかん,第１，３火,,南
平和町,は,へ,へいわ,可燃ごみ,毎週火・金,,西
平和町,は,へ,へいわ,プラ容器,水,,西
平和町,は,へ,へいわ,不燃ごみ,第２，４水,,西
平和町,は,へ,へいわ,かん、びん、ペット、有害、スプレーかん,第２，４木,,西
別印町,は,べ,べついん,可燃ごみ,毎週火・金,,岡本
別印町,は,べ,べついん,プラ容器,水,,岡本
別印町,は,べ,べついん,不燃ごみ,第２，４木,,岡本
別印町,は,べ,べついん,かん、びん、ペット、有害、スプレーかん,第１，３木,,岡本
蓬莱町,は,ほ,ほうらい,可燃ごみ,毎週月・木,,東
蓬莱町,は,ほ,ほうらい,プラ容器,水,,東
蓬莱町,は,ほ,ほうらい,不燃ごみ,第２，４水,,東
蓬莱町,は,ほ,ほうらい,かん、びん、ペット、有害、スプレーかん,第２，４火,,東
帆山町,は,ほ,ほやま,可燃ごみ,毎週火・金,,北日野
帆山町,は,ほ,ほやま,プラ容器,月,,北日野
帆山町,は,ほ,ほやま,不燃ごみ,第２，４月,,北日野
帆山町,は,ほ,ほやま,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
堀町,は,ほ,ほり,可燃ごみ,毎週火・金,,白山
堀町,は,ほ,ほり,プラ容器,月,,白山
堀町,は,ほ,ほり,不燃ごみ,第２，４月,,白山
堀町,は,ほ,ほり,かん、びん、ペット、有害、スプレーかん,第２，４月,,白山
堀川町,は,ほ,ほりかわ,可燃ごみ,毎週火・金,,東
堀川町,は,ほ,ほりかわ,プラ容器,木,,東
堀川町,は,ほ,ほりかわ,不燃ごみ,第２，４木,,東
堀川町,は,ほ,ほりかわ,かん、びん、ペット、有害、スプレーかん,第２，４火,,東
本多一丁目,は,ほ,ほんだ１,可燃ごみ,毎週月・木,,西
本多一丁目,は,ほ,ほんだ１,プラ容器,月,,西
本多一丁目,は,ほ,ほんだ１,不燃ごみ,第２，４月,,西
本多一丁目,は,ほ,ほんだ１,かん、びん、ペット、有害、スプレーかん,第２，４水,,西
本多二丁目,は,ほ,ほんだ２,可燃ごみ,毎週月・木,,東
本多二丁目,は,ほ,ほんだ２,プラ容器,月,,東
本多二丁目,は,ほ,ほんだ２,不燃ごみ,第２，４月,,東
本多二丁目,は,ほ,ほんだ２,かん、びん、ペット、有害、スプレーかん,第２，４水,,東
本多三丁目,は,ほ,ほんだ３,可燃ごみ,毎週月・木,,東
本多三丁目,は,ほ,ほんだ３,プラ容器,月,,東
本多三丁目,は,ほ,ほんだ３,不燃ごみ,第２，４月,,東
本多三丁目,は,ほ,ほんだ３,かん、びん、ペット、有害、スプレーかん,第２，４水,,東
本保町,は,ほ,ほんぼ,可燃ごみ,毎週月・木,,吉野
本保町,は,ほ,ほんぼ,プラ容器,水,,吉野
本保町,は,ほ,ほんぼ,不燃ごみ,第２，４水,,吉野
本保町,は,ほ,ほんぼ,かん、びん、ペット、有害、スプレーかん,第２，４水,,吉野
本町,は,ほ,ほんまち,可燃ごみ,毎週火・金,,西
本町,は,ほ,ほんまち,プラ容器,水,,西
本町,は,ほ,ほんまち,不燃ごみ,第２，４水,,西
本町,は,ほ,ほんまち,かん、びん、ペット、有害、スプレーかん,第２，４木,,西
マインドタウン,ま,ま,まいんどたうん,可燃ごみ,毎週火・金,,南中山
マインドタウン,ま,ま,まいんどたうん,プラ容器,水,,南中山
マインドタウン,ま,ま,まいんどたうん,不燃ごみ,第２，４火,,南中山
